Time[s],Voltage[V],Current[A]
0.00010635317658829415,100.0,4.158565834759739
0.00010645322661330666,100.0,4.16440726843795
0.00010655327663831917,100.0,4.170242860682969
0.00010665332666333166,100.0,4.17607261733623
0.00010675337668834417,100.0,4.181896544233323
0.00010685342671335668,100.0,4.1877146472040065
0.00010695347673836919,100.0,4.193526932072203
0.00010705352676338169,100.0,4.199333404656016
0.0001071535767883942,100.0,4.205134070767729
0.0001072536268134067,100.0,4.210928936213815
0.00010735367683841921,100.0,4.216718006794937
0.00010745372686343171,100.0,4.22250128830596
0.00010755377688844422,100.0,4.228278786535956
0.00010765382691345673,100.0,4.234050507268202
0.00010775387693846924,100.0,4.239816456280198
0.00010785392696348175,100.0,4.245576639343663
0.00010795397698849424,100.0,4.251331062224543
0.00010805402701350675,100.0,4.2570797306830235
0.00010815407703851926,100.0,4.262822650473525
0.00010825412706353177,100.0,4.268559827344714
0.00010835417708854427,100.0,4.2742912670395095
0.00010845422711355678,100.0,4.280016975295089
0.00010855427713856929,100.0,4.285736957842891
0.0001086543271635818,100.0,4.2914512204086215
0.00010875437718859429,100.0,4.2971597687122625
0.0001088544272136068,100.0,4.302862608468076
0.00010895447723861931,100.0,4.308559745384609
0.00010905452726363182,100.0,4.314251185164701
0.00010915457728864432,100.0,4.319936933505486
0.00010925462731365683,100.0,4.325616996098405
0.00010935467733866933,100.0,4.331291378629205
0.00010945472736368184,100.0,4.336960086777947
0.00010955477738869435,100.0,4.342623126219014
0.00010965482741370685,100.0,4.34828050262111
0.00010975487743871936,100.0,4.353932221647277
0.00010985492746373187,100.0,4.359578288954888
0.00010995497748874438,100.0,4.365218710195664
0.00011005502751375687,100.0,4.370853491015668
0.00011015507753876938,100.0,4.376482637055322
0.00011025512756378189,100.0,4.382106153949406
0.0001103551775887944,100.0,4.3877240473270644
0.0001104552276138069,100.0,4.393336322811814
0.0001105552776388194,100.0,4.398942986021546
0.00011065532766383192,100.0,4.404544042568537
0.00011075537768884443,100.0,4.410139498059447
0.00011085542771385693,100.0,4.415729358095334
0.00011095547773886943,100.0,4.421313628271649
0.00011105552776388194,100.0,4.426892314178254
0.00011115557778889445,100.0,4.432465421399418
0.00011125562781390696,100.0,4.438032955513825
0.00011135567783891945,100.0,4.443594922094582
0.00011145572786393196,100.0,4.449151326709222
0.00011155577788894447,100.0,4.454702174919712
0.00011165582791395698,100.0,4.460247472282452
0.00011175587793896948,100.0,4.465787224348293
0.00011185592796398199,100.0,4.471321436662529
0.0001119559779889945,100.0,4.476850114764913
0.00011205602801400701,100.0,4.482373264189656
0.00011215607803901952,100.0,4.487890890465434
0.00011225612806403201,100.0,4.493402999115396
0.00011235617808904452,100.0,4.498909595657168
0.00011245622811405703,100.0,4.504410685602858
0.00011255627813906954,100.0,4.509906274459061
0.00011265632816408204,100.0,4.515396367726864
0.00011275637818909455,100.0,4.5208809709018585
0.00011285642821410705,100.0,4.526360089474135
0.00011295647823911956,100.0,4.531833728928296
0.00011305652826413206,100.0,4.537301894743459
0.00011315657828914457,100.0,4.542764592393263
0.00011325662831415708,100.0,4.5482218273458725
0.00011335667833916959,100.0,4.553673605063985
0.0001134567283641821,100.0,4.559119931004834
0.0001135567783891946,100.0,4.564560810620195
0.0001136568284142071,100.0,4.569996249356396
0.00011375687843921961,100.0,4.575426252654313
0.00011385692846423212,100.0,4.580850825949384
0.00011395697848924462,100.0,4.5862699746716125
0.00011405702851425713,100.0,4.591683704245572
0.00011415707853926964,100.0,4.597092020090408
0.00011425712856428215,100.0,4.60249492761985
0.00011435717858929464,100.0,4.607892432242212
0.00011445722861430715,100.0,4.613284539360403
0.00011455727863931966,100.0,4.618671254371926
0.00011465732866433217,100.0,4.624052582668885
0.00011475737868934468,100.0,4.629428529637997
0.00011485742871435717,100.0,4.634799100660587
0.00011495747873936968,100.0,4.640164301112603
0.0001150575287643822,100.0,4.645524136364615
0.0001151575787893947,100.0,4.65087861178182
0.0001152576288144072,100.0,4.656227732724055
0.00011535767883941971,100.0,4.661571504545794
0.00011545772886443222,100.0,4.666909932596157
0.00011555777888944473,100.0,4.672243022218915
0.00011565782891445722,100.0,4.677570778752493
0.00011575787893946973,100.0,4.6828932075299825
0.00011585792896448224,100.0,4.688210313879139
0.00011595797898949475,100.0,4.6935221031223895
0.00011605802901450726,100.0,4.69882858057684
0.00011615807903951976,100.0,4.7041297515542775
0.00011625812906453227,100.0,4.70942562136118
0.00011635817908954478,100.0,4.714716195298717
0.00011645822911455728,100.0,4.720001478662758
0.00011655827913956978,100.0,4.725281476743875
0.00011665832916458229,100.0,4.730556194827352
0.0001167583791895948,100.0,4.735825638193185
0.00011685842921460731,100.0,4.741089812116091
0.0001169584792396198,100.0,4.7463487218655125
0.00011705852926463231,100.0,4.751602372705624
0.00011715857928964482,100.0,4.756850769895333
0.00011725862931465733,100.0,4.762093918688291
0.00011735867933966984,100.0,4.767331824332891
0.00011745872936468234,100.0,4.772564492072284
0.00011755877938969485,100.0,4.777791927144375
0.00011765882941470736,100.0,4.783014134781829
0.00011775887943971987,100.0,4.788231120212081
0.00011785892946473236,100.0,4.793442888657338
0.00011795897948974487,100.0,4.798649445334584
0.00011805902951475738,100.0,4.8038507954555865
0.00011815907953976989,100.0,4.8090469442269015
0.00011825912956478239,100.0,4.814237896849878
0.0001183591795897949,100.0,4.819423658520666
0.0001184592296148074,100.0,4.824604234430215
0.00011855927963981991,100.0,4.829779629764286
0.00011865932966483242,100.0,4.834949849703455
0.00011875937968984492,100.0,4.8401148994231145
0.00011885942971485743,100.0,4.845274784093486
0.00011895947973986994,100.0,4.850429508879618
0.00011905952976488245,100.0,4.855579078941393
0.00011915957978989494,100.0,4.860723499433535
0.00011925962981490745,100.0,4.865862775505614
0.00011935967983991996,100.0,4.87099691230205
0.00011945972986493247,100.0,4.876125914962117
0.00011955977988994497,100.0,4.881249788619951
0.00011965982991495748,100.0,4.886368538404556
0.00011975987993996999,100.0,4.891482169439802
0.0001198599299649825,100.0,4.89659068684444
0.00011995997998999499,100.0,4.901694095732098
0.0001200600300150075,100.0,4.906792401211295
0.00012016008004002001,100.0,4.911885608385438
0.00012026013006503252,100.0,4.9169737223528305
